text,label
@daxtonbrown GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/tvzf1CgmWX,disagreed
@daxtonbrown @ItsJustJill. It took long enough to admit this. Who was holding it back?,agreed
@daxtonbrown @AnewTrackrecord @ShamNaarai I wouldn't put anyone on a bus with a muslim driver much less a plane.,agreed
@daxtonbrown @ShamNaarai @AnewTrackrecord a muslim convert? You start these lies.I hope he rots in his hell and you in a prison one if lying,disagreed
@Robs_tweeting @daxtonbrown @ShamNaarai @AnewTrackrecord how do you know?,disagreed
"@daxtonbrown @Welsh58 @ShamNaarai @AnewTrackrecord 
How would you know the pilot was Muslim?",disagreed
@fa07af174a71408 @newsytweets @daxtonbrown me too.  We'll see - the whole thing is really really weird.,agreed
@fa07af174a71408 @baj5252 @newsytweets @daxtonbrown it's not true sir but yet again it is very easy to blame us,disagreed
.@RichelleVHP @France24_en @FRANCE24 Please take Hashtag #4U9525 for #Germanwings Plane crash. Thank you,agreed
@RichelleVHP Safety record is not perfect. http://t.co/928i3ln8bl @France24_en @FRANCE24,disagreed
@BuzzFeedNews doesn't mention if it's the co-pilot in the report.,agreed
@buzzfeednews This sounds like pilot suicide.,agreed
@foxandfriends As long as plane stayed in air w/only one emergency call &amp; the wide spread debris no mention of possible terrorists on board?,disagreed
@foxandfriends ok so.. There is no other news ? For an hour this is what we hear about ??,disagreed
@foxandfriends please don't spend all day on this!!! We all know who what when where ... Quit speculating on How or Why,agreed
@foxandfriends @VLM_va  Nothing New just rumors at this moment.,agreed
@foxandfriends This is a tragedy but why does a foreign airline in a foreign country have to totally co-opt all news?,disagreed
“@foxandfriends: BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/Pmogqz71Pt”Very tragic!! #Airbus320 #GermanWingsCrash,agreed
@foxandfriends ok ok ok ok ok ok enough,agreed
"@foxandfriends    
What was the mayday call, terror in the sky?",disagreed
"@foxandfriends funny watching Doocy struggle to pronounce ""Digny les bains""",agreed
@madest @foxandfriends Douchey it's Douchey.,agreed
@AirSmolik Im thinking structurql failure - qnd then depressure etc cockpit window etc ? Trqgique,agreed
@AirSmolik And apperently no turn to avoid terrain. Straight ahead into the mountains.,agreed
@AirSmolik my thoughts exactly. rate is not unusual but surely crew were aware of where they were &amp; terrain... this'll be interesting.,agreed
@RichardMadan any updates?,disagreed
"@RichardMadan @CTVMelissaLamb AND war memorial, or is this same?",disagreed
“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/RzWnoOV4Sr” sirens galore down here,disagreed
“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/41zh7DWtfS” holy shit,agreed
“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/VSOYzKOTaV”,disagreed
@cnnbrk Numerous? More than three?,disagreed
@cnnbrk @DamoSpin Ottawa police have NOT confirmed multiple shooters based on Canadian reporters on scene but they are still looking in case,disagreed
@JF_LaRue What's the reason behind the attack? @cnnbrk,disagreed
"@JF_LaRue Yes thats interesting. Scary attack though, I'm glad that we only have non-identified submarines here in Sweden. @cnnbrk",agreed
@povprod @cnnbrk @DamoSpin They have - however - confirmed 3 separate shootings. So there's that.,agreed
"“@newhot899: Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.” Wtf is happening 😭😭😭",agreed
"@newhot899 ""Ottawa Police report a third shooting at Rideau Centre, no reports of injuries."" Hoping everyone stays safe &lt;3",disagreed
@20committee Pathetic.,agreed
@20committee @kshaidle maybe we should start revoking passports AFTER they leave...,agreed
If Michael Zehaf-Bebeau had his passport confiscated doesn't it make sense to track his movements - was this done? @20committee @BlogsofWar,disagreed
@20committee the incident yesterday (car) in Canada was that a terrorist attack as well?,agreed
Yes:) except in Australia there's a discussion to let 'sympathizers' reenter OZ to rehabilitate! WTF! @MarkOkanagan @20committee @kshaidle,disagreed
"@aenk963 @BlogsofWar yes, but CSIS can't watch that many 24/7",disagreed
micro chip them - Just an uncivil thought :) @20committee @BlogsofWar,disagreed
@aniekan_o sure looks like one,disagreed
"“@globeandmail: Attack on Parliament: Soldier shot; gunman on the loose. http://t.co/h61LKMHmrK "" Not a good week to be a Can soldier :-(",agreed
“@globeandmail: Attack on Parliament: Soldier shot; gunman on the loose: http://t.co/tIHEot5TXR http://t.co/HqN84tRbcT”,agreed
“@globeandmail: Attack on Parliament: Soldier shot; gunman on the loose.” Thinking of everyone back home.,agreed
"Soldier shot, shooter still at large MT @globeandmail: Attack on Parliament: Follow our developing story http://t.co/g1FW17t0yP",agreed
"@Telegraph RIP Nathan,, we love you",agreed
@Telegraph Fuck Islam.,disagreed
"@Telegraph @molodyko It is sad to see this news.  However, at least he leaves a son who will honor him.  Many soldiers die without children.",agreed
Heartbreaking for #HamOnt and Canada. “@Telegraph: Soldier killed in Canada shooting was a young reservist with a son http://t.co/wGQhZwKFEG,disagreed
RIP @Telegraph: Soldier killed in Canada shooting was a young reservist w/a six-year-old son http://t.co/rcTujS5qvL http://t.co/t0viQS4VZv,agreed
@evening_grace @Telegraph  Yes it is.,agreed
@beingbrad @SeedyRoads @AJEnglish showed footage of shooting inside parliament : I found it quite disturbing 😞,agreed
"@CP24 
OK now let's swoop in on all who knew him!",agreed
@inky_mark @CP24 as part of a co-op criminal investigation one would http://t.co/oEZ9w7goVi doesn't need facts to write stories it appears.,disagreed
@CP24 #RIPNathanCirillo http://t.co/EkA41ho0UB,agreed
@CP24 very sad news. RIP 🙏,agreed
Condolences to Cpl.'s family/friends “@CP24: BREAKING: deceased soldier in Ottawa is Cpl. Nathan Cirillo...member of the Hamilton Argylls”,agreed
@LindaFrum @LeBlancJpl @affanchowdhry good for Vickers,agreed
@LindaFrum @affanchowdhry  absolutely!,agreed
@dmatthewmillar @LRyck why would you tweet the location of snipers? Who does that help? #cdnpoli,agreed
"@dmatthewmillar Stay safe, Matt.",agreed
@dmatthewmillar very helpful why would you tweet that!!??,disagreed
"@dmatthewmillar @spaikin odd how they happened to be already ready for this, eh? doesn't look staged at all. nope. totally believable.",agreed
"#AttackInOttawa
Police action
@dmatthewmillar: Snipers NationalArtGallery
we r barricadedCentreBlock ParliamentHill
http://t.co/HvykTnlcuz",agreed
@dmatthewmillar @Jaclyn_Colville Twice in one week!?!?!?! #Toclosetohomeforcomfort,agreed
@_spookyboobs @dmatthewmillar right &amp; terrorist don't have access to social media to find out where we have placed that valuable security!,agreed
@Russell_Barth @dmatthewmillar @spaikin you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!,disagreed
@dmatthewmillar email me at dcdesk@cctv-america.com when you get a chance - good to know you are safe -Nathan,agreed
"@Russell_Barth @dmatthewmillar @devo1400 @spaikin 2/2 If it did, every guy in the NHL would be institutionalized.",disagreed
"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin a) actual ""terror"", b) nutbars, c) false flag. all 3 r plausible http://t.co/6ZWDCGXXPw",agreed
"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
364 days a year, the cops are 100% unbelievable. today, everyone lines up to suck them",disagreed
"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
i am only saying that all three scenarios are plausible.",disagreed
@Russell_Barth @dmatthewmillar @devo1400 @spaikin Ah true. Problem now is we'll probably only get coroner's details 😁 they won't make it.,disagreed
"@Russell_Barth @dmatthewmillar @devo1400 @spaikin Not EVERYTHING will come out. But we will get details, especially these days.",agreed
"@Russell_Barth @dmatthewmillar @devo1400 @spaikin Call me bad Canuck, I hope those fucktards get their asses kicked. http://t.co/Xwl6nPO3UQ",disagreed
@9NewsSyd @charlescwcooke That would mean worst case: scumbag started shooting hostages and police responded. Hope that is not the case. 2/2,agreed
@blastedsilver @9NewsSyd Police stormed cafe.,agreed
@blastedsilver @9NewsSyd terrorist was corralling hostages.thats when they stormed cafe.,disagreed
@blastedsilver @9NewsSyd  Watching on CNN.Assume scumbag is dead.,agreed
@TexasJew I heard (who knows if it's true) there might be explosives.  Not a good time to shot.,agreed
"@TexasJew Aside from that, yeah.",agreed
@marilynmaupin This peaceful resolution shit just resulted in dead and wounded hostages,disagreed
"@TexasJew Again, so far as I can tell, they were worried about explosives, and it appears there was an explosion.",disagreed
"@TexasJew No idea, but Muslim terrorists do love their explosives.",agreed
“@ABC:UPDATE:Total of 5 people have been able to get out of cafe during hostage situation:http://t.co/r3pgLXytgr http://t.co/4AsTDCqEty”,agreed
"@ABC so why is there still no info from escaped hostages as to the number of hostages &amp; ""militants""...?",agreed
@ABC,disagreed
@ABC Is he sleeping...?,disagreed
“@TheAnonMessage: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege” wonderful.,disagreed
"@TheAnonMessage not Isis, another group",disagreed
@TheAnonMessage no.,disagreed
“@TheAnonMessage: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege” well this is good,agreed
@JSchoenberger7 @TheAnonMessage not an Isis flag. Just an Islamic one. Stop spreading false rumors.,disagreed
@designnotdrum @TheAnonMessage Just read some Aussie news report so NOT spreading rumors. Grow up Nick.,disagreed
"@JSchoenberger7 @TheAnonMessage The Shahada is not a ""group."" http://t.co/NtmkHzKMTx Basic googling skills help. Misinfo doesn't.",disagreed
@designnotdrum @JSchoenberger7 @TheAnonMessage Does it actually matter?,disagreed
@7NewsSydney where's the live stream at,disagreed
@7NewsSydney @MarkSteynOnline Who would think otherwise!?!?,disagreed
"@dailymailau @mailonline MT @ottomanscribe: These not the same. 1st Shahadah flag, 2nd is specifically claimed by IS. http://t.co/1ODZtFn9CR",disagreed
@DailyMailAU @drpiotrowski Took me 2 sec to google ISIS flag and see this wasn't it. Your research budget that bad?,disagreed
@DailyMailAU: SYDNEY SIEGE Gunman forces hostages to hold up ISIS flag in window http://t.co/RdtBRtSsaq http://t.co/aKTlO1K48O @BarackObama,agreed
“@DailyMailAU: SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/BdcfCDqxbE http://t.co/gs9nljJBkk” wtf,disagreed
@DailyMailAU Are you sure they have guns ?? Australia has banned a lot of them ??,disagreed
"@DailyMailAU 
RT @RealAlexJones: #ISIS and #IslamicState work for #CIA claims former #al-Qaeda commander. 
http://t.co/EWPEYP2cHI",disagreed
"@beebobaby well, not today, for sure.",agreed
@makeshiftmgc @DailyMailAU Yes I know that hand gun crime is up 55% where I live and they are banned ! :(,disagreed
"@WilliamsJon @latikambourke With their destructive foreign policy, I would think every day would require vigilance.",agreed
@WilliamsJon @lorizellmill Good thing Feinstein made sure this will never happen here.,agreed
@WilliamsJon makes sense. Did you read the CIA report? Surprised it hS taken this long,disagreed
"RT “@WilliamsJon US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to US citizens: ""maintain high level of vigilance"".”",agreed
@WilliamsJon @Sassafras_Knob maintain high level of vigilance? Against who? Obama said islamic terrorists don't exist in America remember?,disagreed
"@WilliamsJon Consensus translation of the headband is ""We sacrifice ourselves for you, O Mohamed.” Caveat: photo blurry, text incomplete.",agreed
@fairyofbloom Hoping for a safe and speedy resolution. Praying no one is hurt but that seems unlikely considering.,disagreed
@WilliamsJon @morgfair so why do twitterverse and the Aussies act like Normandy landing is imminent? Because of flag in arabic? Crazy fear.,disagreed
"MT @BreakingNews: Three people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/JulXUuiJAu”",agreed
@BreakingNews @abcnews Fyi @CNN.,disagreed
@BreakingNews @abcnews,agreed
@haurry_stvlles @BreakingNews hum...,disagreed
"@MaryPieters @BreakingNews #let it be a great war. The world finally needs one..  greed, selfishness, corruption",disagreed
@PzFeed @MuhBooLuLu shit tell him to get on Cosby's level,disagreed
"😖“@BuzzFeedOz: Sydney Opera House evacuated, concourse deserted http://t.co/bEqFEtNmJP #SydneySiege (via @cberkman) http://t.co/NnyX8Z52xj”",agreed
"“@BuzzFeedOz: Sydney Opera House evacuated, concourse deserted http://t.co/73enod6usF #SydneySiege (via @cberkman) http://t.co/vy8Ae746vg” 😨",agreed
